,lc,product_name_es,brands,categories,labels,countries,obsolete,origins,origins_tags,ingredients_text_es,nutrition_data_per,nutrition_data_prepared_per,energy-kcal_value,energy-kcal_unit,fat_value,fat_unit,saturated-fat_value,saturated-fat_unit,carbohydrates_value,carbohydrates_unit,sugars_value,sugars_unit,proteins_value,proteins_unit,salt_value,salt_unit,sodium_value,sodium_unit,energy_value,energy_unit,off:food_groups,off:food_groups_tags,off:nova_groups_tags,off:nutriscore_grade,off:nutriscore_score,off:environmental_score_grade,off:environmental_score_data.adjustments.origins_of_ingredients.value,off:environmental_score_data.adjustments.packaging.value,off:environmental_score_data.adjustments.production_system.value,data_sources
888,es,Berenjena de Almagro aliñada,Rioverde,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Conservas, Verduras y hortalizas y sus productos, Alimentos de origen vegetal en conserva, Encurtidos, Hortalizas, Verduras y hortalizas en conserva, Vegetales encurtidos, Verduras y hortalizas encurtidas, Berenjenas, en:spanish-vegetables, Berenjenas encurtidas, Berenjena de Almagro, Encurt","Vegetariano, Vegano, Punto Verde",España,0,"España, Almagro","en:spain,es:almagro","Berenjenas, agua, aceite de oliva, vinagre de vino, sal acidulante: ácido cítrico y especias.",100g,100g,30.0,kcal,2.2,g,0.4,g,2.1,g,0.0,g,0.5,g,1.4,g,0.56,g,30.0,kcal,en:salty-and-fatty-products,"en:salty-snacks,en:salty-and-fatty-products",en:3-processed-foods,b,2.0,a-plus,18.0,-15.0,0.0,"App - smoothie-openfoodfacts, Apps"
889,es,,,"Bebidas y preparaciones de bebidas, Bebidas, Bebidas alcohólicas, Vinos, Vinos de España, Cava",,España,0,,,,100g,100g,,,,,,,,,,,,,,,,,,,en:alcoholic-beverages,en:alcoholic-beverages,unknown,not-applicable,,unknown,3.0,-15.0,0.0,"App - smoothie-openfoodfacts, Apps"
890,es,Viejo Tostado,Hacendado,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Animal","Sin gluten, Sin huevo",España,0,España,en:spain,"Leche pasteurizada de vaca (50%), Leche pasteurizada de oveja (20%) y Leche pasteurizada de cabra (15%), sal, cuajo, estabilizante (cloruro cálcico) y fermentos lácticos. Contiene conservadores (E-202 y E-235) y colorante (E-150d). 
SIN GLUTEN. SIN HUEVO.",serving,100g,1965.0,kcal,40.0,g,26.0,g,1.5,g,0.5,g,27.0,g,1.5,g,0.6,g,100.0,kJ,en:cheese,"en:milk-and-dairy-products,en:cheese",en:4-ultra-processed-food-and-drink-products,unknown,,b,18.0,-10.0,0.0,"App - smoothie-openfoodfacts, Apps"
891,es,Frankfurt 2 sobres el pozo,El pozo,"Condimentos, Sales","Sin gluten, Sin colorantes",España,0,España,en:spain,"SIN GLUT 0 SIN COLORANTES SALCHICHAS COCIDAS DE CERDO, PAVO Y POLO SABOR AHUMADO INGREDIENTS: Came de cerdo 35% came de pavo (19% came sepa ada mecánicamente de cao y pollo (15%), agua corteza de cerdo fécula de patata, sa china de soja, fibra vegetal, aromas aroma de humobicantes (E-451 y E-407), antioxidante (E-316) y conserv.250) Contiene prazas de leche. La vez abierto consumire 203 días.",100g,100g,,,18.5,g,6.5,g,4.5,g,0.0,g,12.0,g,2.1,g,0.84,g,,,,,en:4-ultra-processed-food-and-drink-products,not-applicable,,a-plus,18.0,-15.0,0.0,"App - smoothie-openfoodfacts, Apps"
892,es,Salsa de mostaza,"//Perteneciente a://, //Propiedad de://, Bolton Cile España S.A., Bolton Group B.V., Prima","Condimentos, Salsas, Salsas de mostaza, en:groceries","Vegetariano, Vegano",España,0,,,"Agua, vinagre, _mostaza_, azúcares, sal, especias y extracto de especias.",100g,100g,,,3.5,g,,,7.5,g,,,3.6,g,,,,,320.0,kJ,en:dressings-and-sauces,"en:fats-and-sauces,en:dressings-and-sauces",en:3-processed-foods,unknown,,b,-5.0,-10.0,0.0,
893,en,Muesli Crujiente Con Chocolate,Eroski,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Chocolate cereals, Crunchy cereal clusters, Cereal clusters with chocolate","Nutriscore, Nutriscore Grade D",Spain,0,"Spain, Toledo","en:spain,en:toledo",,100g,100g,459.84704,kcal,17.0,g,4.5,g,67.0,g,38.0,g,7.6,g,0.225,g,0.09,g,1925.0,kJ,en:breakfast-cereals,"en:cereals-and-potatoes,en:breakfast-cereals",en:1-unprocessed-or-minimally-processed-foods,d,18.0,c,18.0,-10.0,0.0,"App - macrofactor, Apps, App - smoothie-openfoodfacts"
894,es,orlando pure taste,lidl,Comida de perro,No se,España,0,España,en:spain,"Pollo 51% (pollo preparado en fresco 26%, a 14,7%, grasa de ave 7%, proteínas animales hidrolizadas 3%, aceite de pescado 0,9%, lignocelulosa (fibras vegeta - les), fructooligosacáridos 0,5%, batata 0,5%, vinagre des - hidratado, huevo deshidratado 0,12%, minerales, espinaca deshidratada 0,1%, calabaza deshidratada 0,1%, zanahoria deshidratada 0,1%, frutos del bosque deshidratados 0,1% larándano rojo, arándano azul, mora, frambuesa, grosella), pared celular hidrolizada de levaduras (fuente de MOS y betaglucanos) 650 mg/kg, Yucca schidigera 320 mg/kg, glucosamina 300 mg/kg, sulfato de condroitina 100 mg/kg. Componentes analíticos: Proteína bruta 31,0%, fibras brutas 2,8%, grasa bruta 17,0%, materia inorgánica 7,5%. Iditivos/kg: Aditivos nutricionales: vitamina A 27000 UI, itamina D3 1050 UI, vitamina E 420 mg, vitamina C 210 ng, biotina 11 mg, L-carnitina 210 mg, taurina 1560 mg, hie - o (sulfato de hierro (II) monohidratado) 75 mg, yodo (yo - duro de potasio) 3,5 mg, cobre (sulfato de cobre (II) penta - hidratado) 10 mg, cobre (quelato de cobre (II) de aminoáci dos, hidratado) 3 mg, manganeso (sulfato manganoso, mo - nohidratado) 7,5 mg, manganeso (quelato de manganeso de aminoácidos hidratado) 34,5 mg, zinc (óxido de zinc) 120 mg, zinc (quelato de zinc de aminoácidos, hidratado) 40 mg, selenio (selenito de sodio) 0,12 mg. Aditivos tecno - lógicos: antioxidantes.",100g,100g,,,,,,,,,,,,,,,,,,,,,en:4-ultra-processed-food-and-drink-products,unknown,,unknown,,-15.0,0.0,
895,es,Melón variedad piel de sapo,El Melonero,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Frutas y sus productos, Frutas, Melones y sandías, Melones, Melones Piel de sapo","Vegetariano, Vegano",España,0,España,en:spain,"Melón de la variedad Piel de sapo,",100g,100g,,,,,,,,,,,,,,,,,,,en:fruits,"en:fruits-and-vegetables,en:fruits",unknown,unknown,,a-plus,18.0,-15.0,0.0,"App - InFood, Apps"
896,es,Limones,Aranda,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Frutas y sus productos, Frutas, Cítricos, Frutas frescas, Limones, Limones frescos","Vegetariano, Vegano, Categoría I","Francia, España",0,España,en:spain,LIMON ESPAÑOL PRIMOFIORI,100g,100g,,,,,,,,,,,,,,,,,,,en:fruits,"en:fruits-and-vegetables,en:fruits",unknown,unknown,,not-applicable,3.0,-10.0,0.0,"App - yuka, Apps, App - InFood"
897,es,Champiñón laminado,Emar,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Alimentos frescos, Setas y sus productos, Alimentos de origen vegetal frescos, Setas, Verduras y hortalizas frescas, Champiñones, Setas frescas, Champiñones laminados","Vegetariano, Vegano, Producto de cooperativa",España,0,"España, Castilla-La Mancha, La Manchuela (comarca)","en:spain,en:castilla-la-mancha,es:la-manchuela-comarca",Champiñones frescos cultivados laminados (Agaricus bisporus).,100g,100g,,,,,,,,,,,,,,,,,,,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:1-unprocessed-or-minimally-processed-foods,a,-5.0,not-applicable,3.0,-10.0,0.0,"App - yuka, Apps"
898,es,Moras,La Canastita,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Frutas y sus productos, Frutas, Frutas del bosque, Moras","Categoría I, Punto Verde, Fuente de vitamina C",España,0,España,en:spain,Zarzamora,100g,100g,,,,,,,,,,,,,,,,,,,en:fruits,"en:fruits-and-vegetables,en:fruits",en:1-unprocessed-or-minimally-processed-foods,a,-6.0,a,18.0,-10.0,0.0,"App - yuka, Apps, App - smoothie-openfoodfacts"
899,fr,Tomate pelado troceado,Freshona,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Conserves, Légumes et dérivés, Aliments à base de plantes en conserve, Légumes, Légumes en conserve, Tomates et dérivés, Tomates, Tomates en conserve, Tomates pelées","Point Vert, Fabriqué en Espagne, Origen España","France, Espagne",0,Espagne,en:spain,"Tomate, jugo de tomate, sal, acidulante: ácido cítrico; endurecedor: cloruro de calcio",100g,100g,14.0,kcal,0.5,g,0.5,g,2.2,g,1.3,g,0.8,g,0.32,g,0.128,g,14.0,kcal,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:3-processed-foods,a,-4.0,a-plus,18.0,-10.0,0.0,"App - yuka, Apps"
900,es,Menestra especial con espárrago blanco,Freshona,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Congelados, Comidas preparadas, Alimentos de origen vegetal congelados, Mezclas de vegetales congelados, Comidas preparadas congeladas, Comidas preparadas de origen vegetal",Punto Verde,España,0,"Francia, China, Países Bajos, Perú, España, Ghile","en:france,en:china,en:netherlands,en:peru,en:spain,es:ghile","mín, 24% judía verde plana, mín, 24% guisante, mín, 14,4% zanahoria, 6,4% champiñón, mín, 6,4% alcachofa, mín, 4,8% espárrago blanco,",100g,100g,56.0,kcal,0.4,g,0.1,g,8.4,g,2.6,g,3.2,g,0.04,g,0.016,g,56.0,kcal,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:3-processed-foods,a,-4.0,unknown,0.0,-10.0,0.0,"App - yuka, Apps, App - InFood"
901,es,Nectarine plate chair jaune,Oaklands,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Frutas y sus productos, Frutas, Melocotones, Platerinas","Vegetariano, Vegano",España,0,España,en:spain,"Platerinas de carne blanca.
Variedad: Subirana.
Calibre: B (61-67 mm).
Categoría: I",serving,100g,65.488,kcal,0.2,g,0.2,g,14.6,g,12.2,g,1.6,g,,,,,65.488,kcal,en:fruits,"en:fruits-and-vegetables,en:fruits",unknown,unknown,,unknown,3.0,-10.0,0.0,"App - Yuka, Apps, App - smoothie-openfoodfacts, App - macrofactor"
902,es,Miel de azahar,Lidl,"Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles, en:Citrus honeys, Mieles de azahar","Punto Verde, Hecho en España","Francia, España",0,España,en:spain,Miel (100%),100g,100g,327.0,kcal,0.0,g,0.0,g,80.0,g,80.0,g,0.4,g,0.0,g,0.0,g,327.0,kcal,en:sweets,"en:sugary-snacks,en:sweets",en:2-processed-culinary-ingredients,e,19.0,a-plus,18.0,-15.0,0.0,"App - yuka, Apps"
903,es,Pan de molde blanco,La Cestera,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Panes, Panes de molde, Sin lactosa",Sin lactosa,España,0,España,en:spain,"67% harina de trigo, agua, levadura, 1,5% aceite de girasol, sal, azúcar, conservadores: propionato cálcico, ácido sórbico, sorbato potásico, emulgentes: ésteres monoacetil y diacetil tartáricos de monoglicéridos y diglicéridos de ácidos grasos, monoglicéridos y diglicéridos de ácidos grasos, estearoil-2-lactilato sódico, harina de haba, gluten de trigo, corrector de acidez: ácido láctico, fibra de trigo, agentes de tratamiento de la harina: ácido ascórbico, L-cisteína, fosfatos de calcio",100g,100g,246.0,kcal,2.5,g,0.5,g,45.0,g,3.8,g,9.2,g,1.0,g,0.4,g,246.0,kcal,en:bread,"en:cereals-and-potatoes,en:bread",en:4-ultra-processed-food-and-drink-products,c,4.0,a-plus,18.0,-10.0,0.0,"App - elcoco, App - yuka, Apps, App - El CoCo, App - InFood"
904,es,Alubia de León con berza,Deluxe,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Conservas, Comidas preparadas, Preparados vegetales, Comidas preparadas en conserva, Comidas preparadas de origen vegetal, Alubias con verduras","Vegetariano, Vegano",España,0,España,en:spain,"40% alubias blancas (contienen _sulfitos_), 27% berza, agua, sal, antioxidante: ácido ascórbico.",100g,100g,73.0,kcal,1.8,g,0.4,g,6.7,g,0.6,g,4.4,g,0.82,g,0.328,g,73.0,kcal,en:one-dish-meals,"en:composite-foods,en:one-dish-meals",en:3-processed-foods,b,1.0,unknown,3.0,-2.0,0.0,"App - yuka, Apps"
905,es,Maíz tierno frito,Aldi,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutos de cáscara y derivados, Frutos de cáscara",Con aceite de girasol,España,0,España,en:spain,"maíz, aceite de girasol y sal (2%).",100g,100g,438.0,kcal,13.0,g,1.4,g,67.1,g,0.5,g,8.5,g,2.08,g,0.832,g,438.0,kcal,en:nuts,"en:salty-snacks,en:nuts",en:3-processed-foods,d,11.0,unknown,3.0,-10.0,0.0,"App - yuka, Apps"
906,es,Garbanzo lechoso,El Cultivador,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Leguminosas y derivados, Leguminosas, Semillas, Granos de leguminosas, Legumbres secas, Garbanzos, Garbanzos de tipo Kabuli, Garbanzos de tipo Lechoso","Vegetariano, Vegano, Punto Verde",España,0,España,en:spain,Garbanzo blanco lechoso,100g,100g,354.0,kcal,6.3,g,0.4,g,45.1,g,2.2,g,21.0,g,0.05,g,0.02,g,1489.0,kJ,en:legumes,"en:cereals-and-potatoes,en:legumes",unknown,a,-7.0,a-plus,18.0,-10.0,0.0,"App - yuka, Apps"
907,es,Aceituna gordal deshuesada aliñada,El Cultivador,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Encurtidos, Productos del olivo, Vegetales encurtidos, Aceitunas, Aceitunas verdes, Aceitunas aliñadas","Vegetariano, Vegano, Punto Verde","Alemania, España",0,España,en:spain,"Agua, aceituna gordal, pimiento rojo¹, ajo¹, sal, vinagre, especias (en cantidades inferiores al 2%), potenciador del sabor: glutamato monosódico y 5'ribonucleotidos disódicos, acidulante: ácido cítrico, antioxidante: ácido ascórbico. ¹Contienen sulfitos. Puede contener trazas de mostaza.",100g,100g,190.0,kcal,20.0,g,3.2,g,0.0,g,0.0,g,1.1,g,4.5,g,1.8,g,782.0,kj,en:salty-and-fatty-products,"en:salty-snacks,en:salty-and-fatty-products",en:4-ultra-processed-food-and-drink-products,e,24.0,a-plus,18.0,-2.0,0.0,"App - yuka, Apps, App - InFood, App - smoothie-openfoodfacts, App - Speisekammer"
908,es,Ajo ecológico,"Gold, Peregrín","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Condimentos, Verduras y hortalizas y sus productos, Plantas culinarias, Alimentos frescos, Alimentos de origen vegetal frescos, Verduras y hortalizas frescas, Ajos y derivados, Ajos, en:groceries","Ecológico, Vegetariano, Ecológico UE, Vegano, ES-ECO-004-AN",España,0,España,en:spain,Ajo,100g,100g,,,,,,,,,,,,,,,,,,,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:1-unprocessed-or-minimally-processed-foods,a,-9.0,not-applicable,0.0,-10.0,15.0,"App - yuka, Apps"
909,es,Frambuesas,,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Frutas y sus productos, Frutas, Frutas del bosque, Frambuesas","Vegetariano, Vegano, Categoría I",España,0,España,en:spain,Frambuesas,100g,serving,,,,,,,,,,,,,,,,,,,en:fruits,"en:fruits-and-vegetables,en:fruits",en:1-unprocessed-or-minimally-processed-foods,a,-6.0,a,18.0,-10.0,0.0,
910,es,Brócoli,Mr. Broko,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Congelados, Hortalizas, Alimentos frescos, Alimentos de origen vegetal congelados, Alimentos de origen vegetal frescos, Verduras y hortalizas congeladas, Verduras y hortalizas frescas, Brócolis, Brócoli fresco, Brócolis congelados","Vegetariano, Vegano",España,0,España,en:spain,Brócoli.,100g,100g,,,,,,,,,,,,,,,,,,,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:1-unprocessed-or-minimally-processed-foods,a,-6.0,not-applicable,3.0,-10.0,0.0,"App - yuka, Apps"
911,es,Pimientos verdes,Talví,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Hortalizas, Alimentos frescos, Alimentos de origen vegetal frescos, Verduras y hortalizas frescas, Pimientos, Pimientos verdes","Vegetariano, Vegano",España,0,"España, Almería (provincia), Andalucía","en:spain,es:almeria-provincia,es:andalucia",Pimientos,100g,100g,,,,,,,,,,,,,,,,,,,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:1-unprocessed-or-minimally-processed-foods,a,-5.0,not-applicable,3.0,-10.0,0.0,
912,es,Patas  pollo,,"Productos a base de carne, Carnes, Pollo y sus productos, Aves, Pollo",,España,0,España,en:spain,,100g,100g,,,,,,,,,,,,,,,,,,,en:poultry,"en:fish-meat-eggs,en:meat,en:poultry",unknown,unknown,,c,18.0,-10.0,0.0,
913,fr,Mix 3 Verduras,Carrefour,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Surgelés, Légumes, Aliments à base de plantes surgelés, Légumes surgelés, Mélanges d'aliments à base de plantes surgelés, Mélanges de légumes, Mélanges de légumes surgelés","Point Vert, Fabriqué en Espagne","France, Espagne",0,Espagne,en:spain,"Zanahoria en rodajas 34%, brócoli en floretes 33%, coliflor en floretes medianos 33%.",100g,100g,31.0,kcal,0.7,g,0.2,g,2.5,g,2.3,g,2.2,g,0.05,g,0.02,g,129.0,kJ,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:1-unprocessed-or-minimally-processed-foods,a,-2.0,a-plus,18.0,-10.0,0.0,"App - yuka, Apps, Producers, Producer - carrefour"
914,es,TOSTIS CON FIBRA,BIMBO,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Panes, Pan tostado",,"México, España",0,España,en:spain,"Harina de trigo (gluten), salvado de trigo, levadura, grasa vegetal gluten de trigo, harina de cebada malteada, ácido ascórbico, enzimas. Puede contener: ajonjolí.",serving,100g,,,0.0,g,0.0,g,5.0,g,0.0,g,1.0,g,0.0,mg,0.0,mg,102.0,kJ,en:bread,"en:cereals-and-potatoes,en:bread",en:3-processed-foods,a,-6.0,a-plus,18.0,-10.0,0.0,
915,es,Tostis panecitos,BIMBO,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Panes, Pan tostado",,"México, España",0,España,en:spain,"Harina de trigo (gluten), grasa vegetal, sal yodada, levadura, ácido ascórbico, enzimas. Puede contener: ajonjolí.",serving,100g,,,1.0,g,0.0,g,7.0,g,0.0,g,1.0,g,114.3,mg,45.72,mg,173.0,kJ,en:bread,"en:cereals-and-potatoes,en:bread",en:3-processed-foods,b,1.0,a-plus,18.0,-10.0,0.0,
916,es,Fresones,La Huerta de Moguer,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Frutas y sus productos, Frutas, Frutas del bosque, Fresas","Etiquetas de calidad de España, Calidad certificada, Categoría I, Producto de cooperativa, Punto Verde, Producción Integrada",España,0,"España, Andalucía, Huelva (provincia)","en:spain,es:andalucia,es:huelva-provincia",Fresas. Categoría I. Calibre: 25 mm +,100g,100g,,,,,,,,,,,,,,,,,,,en:fruits,"en:fruits-and-vegetables,en:fruits",unknown,unknown,,a-plus,18.0,-10.0,0.0,"App - yuka, Apps"
917,en,Aceite de oliva virgen extra hojiblanca,Carbonell,"Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats, Olive tree products, Vegetable oils, Olive oils, Olive oils from Spain, Extra-virgin olive oils, Virgin olive oils",,Spain,0,,,Cantidad Diaria Recomendada U.E. ACEITE DE OLIVA VIRGEN EXTRA Aceite de Oliva de categoría superior obtenido directamente de aceitunas y sólo mediante procedimientos mecánicos. Aceite de Oliva Virgen Extra de origen español. Concumir ofe,100g,100g,900.0,kcal,100.0,g,15.0,g,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,3700.0,kJ,en:fats,"en:fats-and-sauces,en:fats",unknown,b,0.0,c,18.0,-15.0,0.0,"App - yuka, Apps, App - smoothie-openfoodfacts"
918,es,Original,Paladin,"Bebidas, Desayunos, Cacao y sus productos, Cacaos y chocolates en polvo, Bebidas instantáneas, en:chocolate-powders",Punto Verde,"Francia, España",0,España,en:spain,"Azúcar, espesantes (E 1442, goma tara), cacao desgrasado en polvo, aromas, sal. Puede contener trigo.",100g,100g,383.0,kcal,1.7999999523163,g,1.1000000238419,g,85.0,g,66.0,g,4.0,g,0.37999999523163,g,0.152,g,1630.0,kJ,,,en:4-ultra-processed-food-and-drink-products,unknown,,f,18.0,-10.0,0.0,"App - yuka, Apps, App - smoothie-openfoodfacts"
919,es,Salsa Napolitana,Gallo,"Condimentos, Salsas, Salsas de tomate, Salsas napolitanas, en:Groceries",Sin gluten,"Francia, España",0,España,en:spain,"Pure de tomates frescos y concentrado doble de tomate (69%), cebolla (10%), zanahoria (8%), aceite de girasol, apio (2%), sal, azúcar, plantas aromáticas, almidón modificado de patata, potenciador de sabor: glutamato mono sódico, especias.",100g,100g,95.0,kcal,6.1,g,0.6,g,7.7,g,2.3,g,1.6,g,1.5,g,0.6,g,397.0,kJ,en:dressings-and-sauces,"en:fats-and-sauces,en:dressings-and-sauces",en:4-ultra-processed-food-and-drink-products,c,3.0,a-plus,18.0,-2.0,0.0,"App - elcoco, App - yuka, Apps, App - El CoCo"
920,es,Boloñesa,Gallo,"Condimentos, Productos a base de carne, Salsas, Salsas con carne, Salsas para pastas, Salsas para pasta a base de carne, Salsas boloñesas","Sin gluten, Punto Verde, Hecho en España","Francia, España",0,,,"Pulpa de tomate y concentrado de tomate (43%), agua, carne de cerdo 8%, carne de vacuno 8%, zanahoria (7%), cebolla (5%), aceite de girasol, azúcar, sal, almidón modificado de maíz, panceta de cerdo (1%), aroma, extracto de levadura, corrector de la acidez: ácido láctico, plantas aromáticas y especias.",100g,100g,103.0,kcal,5.9,g,1.5,g,7.3,g,5.2,g,4.4,g,1.6,g,0.64,g,428.0,kJ,en:dressings-and-sauces,"en:fats-and-sauces,en:dressings-and-sauces",en:4-ultra-processed-food-and-drink-products,c,4.0,e,-5.0,-4.0,0.0,"App - yuka, Apps"
