,product_name_es,quantity,brands,categories,nutrition_data_per,nutrition_data_prepared_per,energy-kcal_value,energy-kcal_unit,fat_value,fat_unit,saturated-fat_value,saturated-fat_unit,carbohydrates_value,carbohydrates_unit,sugars_value,sugars_unit,proteins_value,proteins_unit,salt_value,salt_unit,sodium_value,sodium_unit,energy_value,energy_unit,off:food_groups,off:food_groups_tags,off:nova_groups_tags,off:nutriscore_grade,Categoria
2490,Bollitos con pepitas de chocolate con leche,240 g (6 x 40),"Aldi, El horno","Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Bolleria, Bollos",100g,100g,418.0,kcal,21.0,g,6.3,g,45.0,g,21.0,g,9.0,g,0.9,g,0.36,g,1746.0,kJ,en:biscuits-and-cakes,"en:sugary-snacks,en:biscuits-and-cakes",en:4-ultra-processed-food-and-drink-products,d,"Cereales, Panadería y Pasta"
2491,Aceite de oliva virgen extra,1 litro,Monté Olivos,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Aceites y grasas, Grasas vegetales, Productos del olivo, Aceites vegetales, Aceites de oliva, Aceites de oliva virgen extra",100g,100g,899.0,,100.0,g,,,,,0.0,,,,0.0,,,,,,en:fats,"en:fats-and-sauces,en:fats",en:2-processed-culinary-ingredients,b,"Aceites, Grasas y Productos Similares"
2492,hamburguesa de vacuno y cerdo,540 g,Carrefour,"Productos a base de carne, Preparados de carne, Carnes, Sándwiches, Preparados de carne picada, Hamburguesas",100g,100g,299.6,,14.0,g,,,1.3,g,0.8,g,17.5,g,1.65,g,0.66,g,,,en:sandwiches,"en:composite-foods,en:sandwiches",en:4-ultra-processed-food-and-drink-products,e,"Carne, Aves y Productos Cárnicos"
2493,Biochoc,200 gr,BioBética,"Desayunos, Untables, Untables dulces, fr:Pâtes à tartiner, Cremas de chocolate",100g,100g,473.1,kcal,45.3,g,10.4,g,35.9,g,0.3,g,6.7,g,0.02,g,0.008,g,1949.9,kJ,en:sweets,"en:sugary-snacks,en:sweets",en:4-ultra-processed-food-and-drink-products,c,"Snacks, Dulces y Postres"
2494,longaniza ibérica natur,"0,446 g",Cárnicas J. Mencas e Hijos S. L,"Productos a base de carne, Carnes, Embutidos, Salchichas, Embutidos de España",100g,100g,299.6,,20.45,,,,,,0.9,,,,3.0,,,,,,en:processed-meat,"en:fish-meat-eggs,en:processed-meat",unknown,e,"Carne, Aves y Productos Cárnicos"
2496,Burger de pollo con berenjena asada y miel,230 g,serrano,"Sándwiches, Hamburguesas",100g,100g,131.0,kcal,7.0,g,2.2,g,2.6,g,1.6,g,12.3,g,2.0,g,0.8,g,131.0,kcal,en:sandwiches,"en:composite-foods,en:sandwiches",en:4-ultra-processed-food-and-drink-products,c,"Carne, Aves y Productos Cárnicos"
2497,Mongetes cuites,500 g,Terra i Tast,"Aliments i begudes amb base vegetal, Aliments amb base vegetal, Llegums i derivats, Aliments enllaunats, Llegums, Aliments enllaunats amb base vegetal, Llegums en conserva",100g,100g,192.0,kcal,1.6,g,0.6,g,25.0,g,0.5,g,8.3,g,0.98,g,0.392,g,801.0,kJ,en:legumes,"en:cereals-and-potatoes,en:legumes",en:3-processed-foods,a,"Frutas, Verduras y Legumbres"
2498,Queso de cabra con marrón glacé,100 g,,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Queso de cabra",100g,100g,305.0,kcal,23.0,g,17.7,g,11.2,g,7.0,g,13.0,g,1.1,g,0.44,g,1269.0,kJ,en:cheese,"en:milk-and-dairy-products,en:cheese",en:4-ultra-processed-food-and-drink-products,d,Lácteos y Derivados
2499,Halls Cola Flavour + Caffeine,32g,"Halls, Mondelez España Commercial","Botanas, Snacks dulces, Dulces, Caramelos",100g,100g,467.0,,0.1,g,0.1,g,97.0,g,0.3,g,0.0,g,0.01,g,0.004,g,991.0,kJ,en:sweets,"en:sugary-snacks,en:sweets",en:4-ultra-processed-food-and-drink-products,b,"Snacks, Dulces y Postres"
2500,tartar de salmon ahumado,,Ubago,"Productos del mar, en:Fishes and their products, Pescados, en:Fatty fishes, Salmóns, Pescado ahumado, Salmones ahumados",100g,100g,170.0,kcal,9.0,g,1.4,g,0.5,g,0.5,g,22.0,g,2.5575,g,1.023,g,170.0,kcal,en:fatty-fish,"en:fish-meat-eggs,en:fish-and-seafood,en:fatty-fish",unknown,d,"Pescados, Mariscos y Derivados"
2503,Queso de Oveja Añejo '&quot;Fuerte&quot;,"1,259 Kg",Vale de San Juan,,100g,100g,72.0,,3.6,,,,,,4.6,,,,0.13,,,,,,,,en:4-ultra-processed-food-and-drink-products,b,Lácteos y Derivados
2504,Aceitunas Manzanilla rellenas de Anchoa,150 g,Fragata,"Plant-based foods and beverages, Plant-based foods, Canned foods, Pickles, Specific products, Olive tree products, Plant-based pickles, Products for specific diets, Olives, Products without gluten, Green olives, Stuffed olives, Green stuffed olives, Green olives stuffed of anchovies",100g,100g,146.0,kcal,15.0,g,3.0,g,0.0,g,0.0,g,1.3,g,3.5,g,1.4,g,602.0,kJ,en:salty-and-fatty-products,"en:salty-snacks,en:salty-and-fatty-products",en:4-ultra-processed-food-and-drink-products,e,"Bebidas, Agua e Infusiones"
2506,PISTO ESTILO CASERO,570 gr,Helios,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos",100g,100g,144.5,,3.1,g,,,10.1,g,6.7,g,0.7,g,1.2,g,0.48,g,,,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:4-ultra-processed-food-and-drink-products,a,"Frutas, Verduras y Legumbres"
2507,VIUSID,84 g,catalysid,Complemento dietético,100g,100g,0.0,,0.0,,,,,,0.0,,,,0.0,,,,,,,,en:4-ultra-processed-food-and-drink-products,a,"Bebidas, Agua e Infusiones"
2508,"Special Line - Infusión de vid roja, meliloto, hamamelis y arándanos",45 g,El Corte Inglés,"Alimentos y bebidas de origen vegetal, Bebidas, Bebidas para tomar calientes, Bebidas de origen vegetal, Plantas para infusiones, Mezclas de plantas para infusiones",100g,100g,0.0,,0.0,,,,,,0.0,,,,0.0,,,,,,en:unsweetened-beverages,"en:beverages,en:unsweetened-beverages",unknown,a,"Bebidas, Agua e Infusiones"
2509,Filete de pechuga pollo,544 g,Mercadona,"Productos a base de carne, Carnes, Pollo y sus productos, Aves, Pollo",100g,100g,299.6,,20.45,,,,,,0.9,,,,3.0,,,,,,en:poultry,"en:fish-meat-eggs,en:meat,en:poultry",en:1-unprocessed-or-minimally-processed-foods,a,"Carne, Aves y Productos Cárnicos"
2510,Yogur con melocotón y maracuyá,500 g,El Corte Inglés,"Alimentos y bebidas de origen vegetal, Lácteos, Comidas fermentadas, Alimentos de origen vegetal, Productos fermentados de la leche, Frutas y verduras y sus productos, Postres, Postres lácteos, Frutas y sus productos, en:Fermented dairy desserts, Frutas, en:Fermented dairy desserts with fruits, Frutas tropicales, Yogures, Yogures de frutas, Maracuyás, Yogures con melocotón",100g,100g,99.0,kcal,3.1,g,2.2,g,12.9,g,10.9,g,4.1,g,0.1,g,0.04,g,416.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:4-ultra-processed-food-and-drink-products,c,Lácteos y Derivados
2511,Yogur con fresas,500 g,El Corte Inglés,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Postres, Postres lácteos, en:Fermented dairy desserts, en:Fermented dairy desserts with fruits, Yogures, Yogures de frutas, Yogures con fresa",100g,100g,96.0,kcal,3.1,g,2.1,g,12.1,g,11.6,g,4.2,g,0.1,g,0.04,g,403.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:4-ultra-processed-food-and-drink-products,c,Lácteos y Derivados
2512,Chocolate negro 70% cacao con fresa,125 g,Tirma,,100g,100g,537.0,kcal,39.0,g,23.0,g,35.0,g,30.0,g,8.3,g,0.10000000074506,,,,537.0,kcal,,,unknown,e,"Snacks, Dulces y Postres"
2513,paté clasíco,95gr,Embutidos Munar,"Productos a base de carne, Carnes, Embutidos",100g,100g,299.6,,41.0,g,,,1.4,g,1.4,g,13.0,g,2.8,g,1.12,g,,,en:processed-meat,"en:fish-meat-eggs,en:processed-meat",en:4-ultra-processed-food-and-drink-products,e,"Carne, Aves y Productos Cárnicos"
2514,Aceite de oliva virgen,1 L,Híper Dino,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Aceites y grasas, Grasas vegetales, Productos del olivo, Aceites vegetales, Aceites de oliva, Aceites de oliva virgen extra, Aceites de oliva virgen",100g,100g,824.0,kcal,92.0,g,13.0,g,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,3389.0,kJ,en:fats,"en:fats-and-sauces,en:fats",en:2-processed-culinary-ingredients,b,"Aceites, Grasas y Productos Similares"
2515,Apple Barrita Energética,50g,Keruak,"Botanas, Snacks dulces, Barritas, Suplementos dietéticos, Suplementos de culturismo, Barritas energéticas",100g,100g,467.0,,19.0,g,,,44.0,g,43.0,g,9.7,g,0.05,g,0.02,g,,,en:biscuits-and-cakes,"en:sugary-snacks,en:biscuits-and-cakes",en:3-processed-foods,e,"Snacks, Dulces y Postres"
2516,Burrata,250g,Latte Bianco,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos de vaca, Quesos italianos, en:Stretched-curd cheeses, Burrate",100g,100g,197.0,kcal,17.0,g,10.0,g,2.0,g,1.2,g,10.0,g,0.75,g,0.3,g,819.0,kJ,en:cheese,"en:milk-and-dairy-products,en:cheese",en:4-ultra-processed-food-and-drink-products,c,Lácteos y Derivados
2517,Flowers,275 ml,Kombutxa,"Bebidas, Comidas fermentadas, Bebidas fermentadas",100g,100g,8.0,kcal,0.1,g,0.1,g,0.5,g,0.5,g,0.3,g,0.0,g,0.0,g,8.0,kcal,en:alcoholic-beverages,en:alcoholic-beverages,en:3-processed-foods,b,"Bebidas, Agua e Infusiones"
2518,Crunchy cocktail,200 g,Snack Day,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutos de cáscara y derivados, Frutos de cáscara",100g,100g,538.0,kcal,35.0,g,3.9,g,36.0,g,6.9,g,16.5,g,1.4,g,0.56,g,2241.0,kJ,en:nuts,"en:salty-snacks,en:nuts",en:4-ultra-processed-food-and-drink-products,d,"Frutas, Verduras y Legumbres"
2519,alitas asinhas assadas,0.505,hacendado,"Congelados, Comidas preparadas, Comidas preparadas congeladas",100g,100g,299.6,,18.0,g,,,2.1,g,0.5,g,17.0,g,12.0,g,4.8,g,,,en:one-dish-meals,"en:composite-foods,en:one-dish-meals",en:4-ultra-processed-food-and-drink-products,e,"Carne, Aves y Productos Cárnicos"
